,Id,Gender,Age,Topic,Sentence
8999,302,F,0-19,ANIME,"Dopo aver finalmente trovato un sito italiano in cui discutere di questo anime, è giunta l'ora di dar voce a tutti i miei pensieri, impressioni e alle mie lamentele sperando tanto di poterne discutere con qualcun altro xD Premetto che ho adorato l'idea di fare un riferimento alle famose 2wings della prima stagione e alla loro canzone Friends basando un'intera stagione sul concetto dell'amicizia. Iniziamo dal principio: la classica protagonista principale di tipo ""Cute"". Ichigo, della prima stagione, non mi faceva impazzire e lo stesso vale per Yume di ""Aikatsu! Stars"" ma Aine... davvero non riesco a digerirla! Una ragazza che diventa Idol solamente per ""fare un favore ad un'amica"" e riuscire a ""raggiungere un milione di amici""? Che fine hanno fatto le ragazze pronte a tutto pur di realizzare i loro sogni e raggiungere le loro ""muse ispiratrici"" delle prime stagioni? Davvero non so che dire... Passiamo alla migliore amica della protagonista, la classica idol di attributo ""Cool"" presente in ogni nuova stagione: Mio. Lei mi piace molto più di Aine, sia esteticamente che caratterialmente mail suo ""Brand"", ovvero ""Material Color"", non è all'altezza di Brand come ""Fututing Girl"" o ""Spice Chord"", sembra più una brutta imitazione di Dance Fusion, almeno al momento. Insomma, le prime due protagoniste mi hanno un po' delusa ma le ""Top Idol"" di questa serie, le ""Love Me Tear"" sembrano promettere molto bene, iniziando proprio dalla loro canzone, inserita come sigla finale, che ho letteralmente adorato! Già dal prossimo episodio l'anime sembra riprendersi molto ma attenderò prima di recensirlo per evitare spoiler a chi non l'ha seguito in lingua originale senza sottotitoli."
9000,317,F,50-100,ANIME,"Ottima spiegazione, sperando che anche alla zia Elroy non venga voglia di fare un bagnetto nel fiume, eh😂😂"
9001,802,M,20-29,ANIME,1 Kara no Kyoukai 7: Satsujin Kousatsu (Kou) 08 agosto 2009
9002,903,F,0-19,ANIME,"O mamma grazie mille! Sono rimasta davvero di stucco, grazie ancora, sono davvero felice *-*"
9003,177,M,20-29,SPORTS,"In quella pescaia è veramente pieno, ma pieno.."
9004,995,M,30-39,METAL-DETECTING,Ciao a tutti questa trovata ieri..... Su un lato penso sia immagine di San Pietro mentre sull'altro si intravede un altra figura che non riesco a capire ....
9005,294,F,0-19,ANIME,"Si ma ho già ricevuto l'mp da mister, quindi quelli che ho già richiesto sono disponibili alla consegna. Quindi non so se aggiungerlo qui pure quell' evento o se è meglio aprire un nuovo topic"
9006,915,M,40-49,AUTO-MOTO,"Vito, chiudi pure, ora non le posso scattare. Riaprirò appena disponibili. Scusate per l’inconveniente"
9007,730,F,30-39,ANIME,Ciao. La seconda e la quinta immagine hanno delle scritte. Puoi sostituirle con immagini che non ce l'abbiano?
9008,187,M,40-49,AUTO-MOTO,"purtroppo quello che ti è successo è quasi la norma,macchina bella,motori ottimi,ma problemini che fanno girare davvero le balle e la sensazione che Fiat resti sempre un gradino sotto alle altre.......davvero non capisco come mai non si riescano a risolvere queste piccolezze che danno tanto fastidio!!!!! comunque Ciao!"
9009,99,M,40-49,SPORTS,"anche se con ritardo, grazie davvero a tutti.... uè manuè nun fo o scem eh.."
9010,102,M,40-49,SPORTS,Cagliari - Fiorentina 2-1 Sassuolo - Sampdoria 2-1 SPAL - Roma 0-2 Torino - Bologna 2-1 Genoa - Juventus 0-2 Atalanta - Chievo 2-0 Empoli - Frosinone 2-1 Lazio - Parma 2-1 Napoli - Udinese 2-0 Milan - Inter 2-0
9011,306,F,20-29,ANIME,"Ciao ragazzi, vi chiedo scusa per l'assenza. Volevo chiedervi se c'era corel paint pro shop ( non ricordo più come si chiama :/) per linux visto che ho un computer molto vecchio e un informatico mi ha messo linux per farlo funzionare ""meno peggio""... io non so dove cercare e non so se i programmi messi sono compatibili. Uguale non saprei nemmeno se il mio misero portatile lo riesce a far girare... Grazie"
9012,1088,M,30-39,CELEBRITIES,"Come darti torto, è lo stesso per me... che tristezza. Un giorno prima, è comunque una notizia positiva, prima chiude sto circo e meglio è per tutti."
9013,755,M,20-29,AUTO-MOTO,"Te non hai nessuna colpa.. è l'esaminatore che aveva i cazzi girati!!! Quante guide hai fatto con quella moto? Secondo me si spegneva perché non prendendo aria e stando accesa molto tempo ha iniziato a soffrire un po'! Devi avere pazienza e provarci un altra volta.. male che vada potrai affidarti ad in altra scuola guida, o anche fare l'esame da privato in motorizzazione (basta andare con una moto con la potenza giusta)"
9014,775,M,20-29,ANIME,E portarli tutti al 100 xD l'impresa più ardua
9015,1107,M,50-100,SMOKE,"NALS Murano con ciuffo finest 2 band high mountain white, un gran ciuffo molto denso, con un ottimo backbone e morbidissimo."
9016,628,M,30-39,SPORTS,Facciamo schifo. Non puoi fare la Champions senza attaccanti e con solo sti schemi in testa. Allenatore limitato e inadeguato alla situazione società assente tifoseria umorale provinciale. Pensiamo al campionato è meglio
9017,1106,M,20-29,METAL-DETECTING,sono aperte le iscrizioni spazzolata e nottata tutti in compagnia dentro li......immagino se all'improvviso parte un minelab con tutti quei suoni.....da cagarsi addosso.....hihhihihihi
9018,76,M,50-100,SMOKE,si si l'avevo già ammirata ma è sempre un piacere
9019,45,M,40-49,AUTO-MOTO,I tagliandi possono essere fatti in qualsiasi officina basta che si usino materiali originali. Per quanto riguarda l'azzeramento del messaggio credo che quasi tutte le officine lo possano fare. Il mio amico dove mi rivolgo ha tipo un tablet che azzera tutto di tutto anche i reset delle moto. Costo del tablet circa 5 mila euro
9020,554,M,20-29,ANIME,"Votato (come sempre). Comunque la critica dell'utente sopra secondo me è costruttiva e da tenere in considerazione (senza entrare nel merito), se è vero che i voti che ricevete sono a vostro giudizio troppo pochi, dovreste attuare qualche modifica nella vostra direzione di lavoro. Non parlo di lentezza nel rilasciare episodi perchè c'avete anche voi una vita (e ci mancherebbe), quanto proprio della scelta dei titoli da subbare che magari non attirano un numero abbastanza grande di persone. Alcuni progetti come Omega o l'anime su Fujiko di Lupin di tempo fa secondo me sono gravosi e poco redditizi. Poi per carità, fate vobis, il mio voto lo avete in ogni caso."
9021,243,M,30-39,ANIME,"Per me niente, gli annunci di quest'anno sono una vera e propria delusione"
9022,541,M,20-29,CELEBRITIES,beh!!! avere la minchia più famosa d'italia perdonami ma non è roba da poco
9023,431,M,0-19,ANIME,"ah sì, ci ho provato. Creando un nuovo livello posso di nuovo fare ""seleziona tutto"" oppure selezione ellittica, rettangolare, a mano; tuttavia non funziona ancora lo strumento fuzzy e per farlo funzionare devo sempre riavviare il progetto. (scusate se sono domande un po' sciocche ma non sono molto esperto  )"
9024,786,M,40-49,SPORTS,il primo gol era da contratto. Il secondo era per illudere gli osservatori dell'Ajax
9025,839,M,0-19,TECHNOLOGY,"Negli ultimi due giorni ho notato che non posso più vedere gli utenti anonimi. Ho cercato la voce ''Dailyusers'' che prima era in alto a destra sulla barra utente, ma nulla. Come posso accedere alle impostazioni dello script?"
9026,281,M,20-29,METAL-DETECTING,Ecco il mio Trovato in zona ww2. Vicino c'era una medaglia mvsn fascista e bossoli usa. E questa è la vecchia discussione che ho fatto qui:
9027,358,F,40-49,SPORTS,1) Marquez 2) Dovizioso 3) Rossi :  :  :
9028,168,M,50-100,SMOKE,"Che emozione, ho comprato il mio primo bulk dopo un anno e mezzo di pipamento. Skiff.  Grazie anche a Voi of course."
9029,445,M,20-29,ANIME,"Sì ma non ho capito se possono essere sputati entrambi, se entrambi possono essere sia liquidi che gassosi e se tipo può usarli in contemporanea (tipo per un veleno acido) Chiaro, ma chiedevo appunto per il fatto del ""se solo gente che ha visto o come funziona"" perché è molto facile che ti possa capitare che qualcuno gli chieda di contattare una persona X che lui non sa chi sia. I mean, mi sembra la cosa che può più facilmente accadere visto come gira il business in questo GDR asd"
9030,154,M,50-100,SMOKE,"Ok, dopo vado a farle e poi le posto!!!"
9031,91,M,40-49,METAL-DETECTING,"Buonasera tutti, volevo chiedervi come sono messi i vostri boschi...    Qui da me nello spezzino la situazione per il castagno, è molto difficile già da 5 o 6 anni, da quando è stata accertata anche in Italia la presenza di un pericolosissimo insetto. Il cinipide galligeno del castagno, Dryocosmus kuriphilusYasumatsu, che è un piccolo imenottero, una sorta di vespa originario dell'oriente, arrivato in Italia a causa degli scarsi controlli sui materiali importati, e si è diffuso nei nostri boschi con estrema velocità e li sta divorando piano piano impedendo a loro una normale crescita e riducendo i castagneti a inquietanti paesaggi... Per non parlare della moria dei pini che ha completamente stravolto intere colline e vallate ridotte ormai a lande desolate    ...Quello che mi rabbia nonostante le ripetute domande di aiuto ai vari organi, le battaglie per la salvaguardia dei boschi, gli autofinanziamenti per l'introduzioni di insetti antagonisti nel tentativo di salvare il salvabile, l'unica cosa che sanno fare i nostri politicanti territoriali è quella di mandare squadre di boscaioli a fare tabula rasa di quel poco che rimane...    Spero che dalle vostre parti le cose siano meno drammatiche..."
9032,173,M,50-100,SMOKE,Oggi pomeriggio Erinmore Latakia in billiard Aldo Velani. Dopo cena Comune in pipa halfbent Avagliano
9033,461,F,40-49,ANIME,"però anche la partner devo dire che ce la vedo abbastanza, anche se non quanto lui"
9034,1050,M,20-29,SPORTS,Lo dicevo io che nelle costine era scappato qualche ingrediente strano! Serial Griller
9035,924,M,40-49,AUTO-MOTO,"Con la vecchiaia ho raggiunto la pace dei sensi, ti lascio anche le mie.."
9036,685,M,20-29,SPORTS,"Mi è riuscito un miracolo, mamma che soddisfazione!  Terza finale di Champions consecutiva, finale della Coppa delle Coppe conquistata e vetta della lega in compartecipazione con Ivan e Matte, classifica dietro cortissima. Che grande campionato che sta venendo fuori!"
9037,40,M,20-29,AUTO-MOTO,"A sto giro mi sa che ho gonfiato un po' troppo le gomme............  Sono stato un po' assente in giro di qua, di là e sotto al Wrangler  Ora rispondo ai vari pm, scusatemi ancora! E ringrazio ancora i mod per consentirmi questo mio piccolo spazio OT Renegade, ma sempre in casa Jeep!"
9038,178,F,20-29,ANIME,"Salve, mi chiamo Valentina, ho 23 anni e sono di Taranto. Inutile dirvi il motivo per il quale io mi sia iscritta a questo forum (: Adoro la grafica e amo graficare, mostrare i miei lavori e avere consigli su come e cosa migliorare. Le mie passioni sono le icons, le gif e i banner, ma vorrei specializzarmi anche in altre cose. Spero di essere la benvenuta (:"
9039,34,F,0-19,ANIME,ne ho un po arretrati xD ma aggiungo anche questo che mi piacerebbe sapere <3
9040,308,F,0-19,ANIME,"Chiedo per cortesia Activity Points, per essere entrata nel gruppo F.B.I grazie"
9041,520,M,20-29,SPORTS,"Corte giustizia europea ffp – La Uefa accoglie con soddisfazione la sentenza della Corte di Giustizia Europea (CGUE) del 16 luglio che ha dichiarato palesemente inammissibile la recente richiesta di pronuncia pregiudiziale in merito alla legittimità del Fair Play finanziario da parte del Tribunale di Primo grado di Bruxelles (BCFI): comincia così il comunicato pubblicato oggi 22 luglio sul sito della Uefa, in merito al ricorso presentato dal Governo del calcio europeo dopo la decisione del Tribunale della capitale belga di sospendere la break-even rule del Fair Play Finanziario, su richiesta del legale Jean Luis Dupont. La Corte di Giustizia Europea ha dichiarato inutile tale richiesta in quanto la corte stessa (del Tribunale di Primo grado di Bruxelles) facendo ciò si era già – nel giugno 2015 – dichiarata incompetente a pronunciarsi sulla fondatezza del cosiddetto Caso Striani’. La Corte di Giustizia Europea ha anche osservato che il giudice nazionale non era stato in grado di fornire le necessarie informazioni per permettere alla CGUE di affrontare le questioni di diritto europeo sulla concorrenza, prosegue il comunicato. La Corte di Giustizia Europea ha così anche avuto la possibilità di esaminare per la prima volta il sistema di fair play finanziario, e ha ritenuto che il Caso Striani’ scoppiato in Belgio non abbia meriti di sorta. La UEFA ritiene che questo sia un risultato logico e ragionevole, e coglie l’opportunità per riaffermare la propria completa fiducia nella legalità del fair play finanziario, ovvero un sistema sostenuto dalla stragrande maggioranza delle parti coinvolte del calcio europeo e che ha, in un breve lasso di tempo, già prodotto risultati reali, concreti e tangibili, al fine di salvaguardare il futuro a lungo termine e la prosperità del calcio europeo. Il fair play finanziario è stato anche sostenuto pubblicamente in più occasioni dalle istituzioni dell’Unione Europea, tra cui il Parlamento Europeo e la Commissione Europea, conclude la nota della Uefa. Tra coloro che hanno avevano fatto ricorso contro il FFP ci sono sono tifosi del Manchester City e appassionati del Paris Saint-Germain, nonché l’agente belga Daniel Striani."
9042,518,M,20-29,SPORTS,Domanda secca: a quale % di condizione fisica per voi un giocatore va sostituito?
9043,545,M,30-39,SPORTS,"E' ancora troppo presto,quest' anno col tempo che ha,fatto partira' piu tardi,secondo me poco dopo i primi caldi"
9044,1096,M,30-39,SMOKE,Lo abbiamo appena detto in PM io e SirEduard...almeno ti fai anche un giretto fuori porta...
9045,451,M,20-29,SMOKE,Sicuramente non è una stuccatura Made in England!!! E ci metto una firma a fare un incontro del genere al mese!!!! Mi sta regalando delle fumate eccezionali con il Timm1000!! Che pipa!!!! Poi lavorando con la cera si è rivelato un taglietto quasi inconsistente!!! Perfetto direi!!!!!! Sono contento perché è la prima Dunhill che entra dentro al mio parco pipe!!!!! La sfortuna dell'ex proprietario è stata la mia fortuna!!!!
9046,122,M,20-29,SPORTS,"Nikon è un giovane interessante, vediamo se cresce bene  ."
9047,292,M,30-39,SPORTS,"Bella Simone!!! Un altra Emma è arrivata (anche la mia piccola si chiama Emma!!!)!!! Mo' so ca@@i tua  , scherzo, è la cosa più bella del mondo, vedrai! P.s. dimentica la pesca x un po' (tanto  ) Un abbraccio a te, mamma ed Emma, da Corrado, Barbara ed Emma"
9048,983,M,40-49,SPORTS,"Questo video è disarmante, Allan quella palla se la mangia a colazione il portoghese non ci sarebbe mai arrivato per primo, ma quello che fa più rabbia è che nessuno si sia soffermato sulla simulazione di Rubaldo che quando cade cerca di tenersi il ginocchio per far crede chissà cosa e poi appena vede che Rocchi ha già estratto il rosso risorge..."
9049,361,M,0-19,ANIME,"8, mezzo punto in più perchè è una gif ^.^"
9050,864,M,40-49,MEDICINE-AESTHETICS,nella mia ignoranza posso solo dirti che devi avere pazienza...e quoto quanto detto da
9051,1043,M,40-49,METAL-DETECTING,Cerco metal detector White 6000 modello azzurro. Nero non bunzionante o funzionante. Prezzo ragionevole. Poi se qualcuno ha altri tipi di metal proponete mi grazie
9052,4,M,40-49,SPORTS,Qualcuno sa se è possibile fare la stessa cosa anche con Now Tv?
9053,9,M,30-39,SPORTS,"Si infatti, che questi hanno schiantato il real, che sarà pure a fine ciclo ma è pur sempre il real"
9054,576,M,30-39,SPORTS,"Fondamentalmente son d'accordo sul fatto che la scelta sia stata fatta in buona fede.....il punto però è che molto probabilmente è stata fatta nella previsione delle cessioni che già si preventivavano a Gennaio e con il ragionamento: Montella è un ottimo tecnico, anche se cediamo alcuni giocatori, saprà raccapezzarsi"". La valutazione purtroppo è stata cannata, e in generale si sta rivelando un errore di presunzione simile a quello di Duccio nel 2011, con la differenza che questa squadra mi sembra un pochetto meglio di quella del 2011 (non chissà quale differenza si intenda eh).....detto questo io sono molto coerente, come pensavo che quei prodi guerrieri nel 2011 potessero fare quei pochissimi punti che servivano per salvarsi, penso che anche i prodi guerrieri che abbiamo oggi possano mettersi dietro le tre squadre che abbiamo ora...... In generale ho toppato poche valutazioni, partendo anni addietro su Soriano, passando al cambio tecnico di quest'anno e perchè no anche su Wszolek......spero di non sbagliare questa, per me noi ci salviamo. Poi a fine anno si ragionerà e se sarà necessario voleranno anche gli stracci."
9055,61,M,50-100,SMOKE,Meglio così! Certo rimane il fatto che hai dovuto insistere non poco.
9056,252,F,20-29,SPORTS,"Annuncio con piacere che ho aperto il sito  E' tutto ancora in costruzione... Con qualche sicuro errorino, e soprattutto spero di poter fare una scheda per ogni targa (non appena capisco come si faccia su questa piattaforma!  ) Grazie Semiasse, prossima settimana, al ritorno dall'Elba controllo e aggiorno il tutto"
9057,585,M,30-39,SPORTS,"Riesumo questa discussione ragazzi perché ho un problema simile: alleno i NY Cosmos che hanno i kits di default. Qualche giorno fa kenzo, che ringrazio ancora per lo splendido lavoro, mi ha fatto dei kits ma quando li vado ad inserire non si vedono, vengono mostrati ancora e sempre i kits di default. La cosa strana è che tutti i kits che ho inseriti si vedono: addirittura, si vedono tutti i kits del campionato dei Cosmos tranne quellli dei kits. Naturalmente, ho controllato varie volte che il config e tutto il resto sia imposto correttamente: qualcuno sa aiutarmi per favore? Allego un po' di materiale: ---> cerchiato in rosso il nome dei 3 kits dei Cosmos Grazie in anticipo ragazzi"
9058,111,M,0-19,ANIME,"Miglior capitolo da un bel po' di tempo a questa parte. Moro è sempre più figo e creepy, mese prossimo dovrebbe iniziare pure a usare la magia :O Poi quando ha detto al tizio che non gli servirà più mi sono messo a ridere perchè lo ammazzerà sicuramente  Può uscire una saga molto figa, spero solo sia un po' più complessa del solito. Questo è solo il primo combattimento quindi o Moro li sconfigge o perde e scappa, a quel punto può succedere di tutto quindi hype a mille. Stavo proprio in astinenza da db"
9059,28,M,30-39,SPORTS,"vabbè, un report così è come sbattere davanti ad un ergastolano un gruppo di conigliette di playboy nude!!!  ma a quelle latitudini, con la bolognese, ci si cava qualcosa?"
9060,298,M,40-49,AUTO-MOTO,"certo è un peccato, avevo la Tipo dgt e aveva delle levette frecce e tergi illuminate, erano bellissime e penso che stavano davvero benissimo sulla 500x"
9061,709,M,20-29,SPORTS,esattamente in libreria-->strumenti e lo trovi easy
9062,332,F,0-19,ANIME,"a me si !mi piacciono tantissimo,la sera qualche volta li guardo"
9063,449,M,50-100,AUTO-MOTO,"Io ho provato Pirelli, Michelin, Metzeler, ma dopo aver provato le Bridgestone SC1 non torno più indietro."
9064,425,M,30-39,AUTO-MOTO,Ottimo x l'inverno Che cerchi monti da 16 ? Io monto i Mak Colore nero opaco Sul grigio stanno benissimo
9065,547,M,30-39,AUTO-MOTO,Bravo purtroppo io ho avuto problemi in famiglia e non sono venuto mi spiace ma al prox sono con la mia nuova a 3 sedan quattro e via un saluto a tutti ciao Alerix vi seguo sempre anche se non sono sempre presente scusatemi
9066,847,M,20-29,SPORTS,E finalmente...ce l'abbiamo fatta  (contro il Cipro  )
9067,368,M,20-29,AUTO-MOTO,ma i comandi avanzati per la mia '07 non vanno benne quindi?
9068,815,M,20-29,AUTO-MOTO,"Ciao, mi chiamo Carlo e scrivo da Cagliari...."
9069,986,M,40-49,METAL-DETECTING,"ne ho trovate un paio anche io,1piccolina in argento,e una grossa di un metallo che sembra peltro,ma abbastanza recenti..."
9070,685,M,20-29,SPORTS,"Veloce commento sulla giornata in corso e sul campionato. Che dire, ritorno dalla pausa col botto per i miei, partita assolutamente dominata e grazie ai nuovi innesti tutti in gol sono in lizza per la vittoria di giornata. Tanta roba. Un po' meno tanta roba il fatto che i suddetti innesti siano stati gli stessi anche per tanti altri: oh di tutto il listone proprio Ghoulam, Conti, Mancini, llicic, Zaniolo e Zapata dovevate pescare? E ora chi perde Higuain col cambio gratis indovinate chi prenderà  va be' a metà campionato le rose tendono sempre ad appiattirsi e uniformarsi con quello che funziona, però cavolo"
9071,60,M,40-49,SPORTS,Bentornato Diego! Mi raccomando aggiornaci presto delle tue pescate😉
9072,173,M,50-100,SMOKE,"Una bella savinelli, una Santambrogio, una Amorelli, una Castello,una Peterson, una chacom, una Jeantet"
9073,496,M,0-19,ANIME,Ahahaha ah ma è finito release? Devo vederlo Comunque sarà dura da battere la coniglietta eh ahah
9074,31,F,20-29,ANIME,"Ripeto: Ecco in sostanza voglio quello,  O in altre parole: aggiungere dei fiocchi di neve allo sfondo attuale, ma senza cabiare sfondo, bensì aggiungendo un'immagine sopra come per lo scoiattolo."
9075,957,M,40-49,MEDICINE-AESTHETICS,"ragazze e ragazzi. Ieri ho raccolto nel piccolo orto personale l'insalata del tipo ""scarola"" che avevo piantato ad ottobre e ci ho fatto un ottimo risotto (questo tipo di insalata ha un sapore leggermente amarognolo). Come vedete dalla foto l'insalata è quasi ricoperta dalle piante di ortica, ma non ho volutamente tolto queste ""apparenti"" infestanti quando erano piccine per due motivi :  1) in caso di freddi intensi le ortiche mi riparano le piante dell'insalata; 2) appena raccolta l'insalata posso raccogliere anche le ortiche o per utilizzarle come pianta officinale o per preparare fantastici risotti. L’insalata è una delle verdure più coltivate nell’orto, e nei climi temperati possiamo averla a disposizione quasi tutto l'anno. Io ho acquistato delle piantine di insalata ad Ottobre per avere il raccolto da Dicembre a Gennaio, ma possono essere piantati i semi direttamente nel terreno oppure farsi un piccolo semenzaio. Le ho messe a dimora in questo modo. Ho preparato il terreno in cui coltivare l’insalata lavorandolo a fondo, scegliendo opportunamente una zona che risulti in mezz'ombra per non ricorrere poi ad eccessivi innaffiamenti. Ho poi aspettato qualche giorno e di nuovo ho sminuzzato il terreno, in modo da renderlo soffice, fine e privo di erbe. Ho realizzato dei solchi paralleli profondi circa 15 cm e distanti l'uno dall'altro circa 50 cm. Nel solco praticato ho messo dello stallatico macerato da almeno due anni (di pecora nel mio caso proveniente dall'ovile dei miei genitori ... ecco anche spiegato il perchè della presenza delle ORTICHE). Al centro di ogni solco ho messo a dimora le piantine distanziandole l'una dall'altra di circa 25 cm. Subito dopo ho eseguito un'annaffiatura abbondante affinchè il terreno aderisca bene alle radichette delle piantine di insalata. Nei periodi successivi le annaffiature dovranno essere regolari ... l'insalata, se ha una esposizione soleggiata, ne richiede di frequenti. Il risultato è quello di avere un'insalata totalmente BIO (non ci sono ne concimi chimici ne antiparassitari ne l'uso ti teli in pvc per la protezione delle infestanti) ed a chilometri ZERO, quindi genuina e sempre fresca perchè raccolta al momento."
9076,442,M,40-49,METAL-DETECTING,"come faccio a caricare le foto ,da tynipik? prova e un casino.non riesco"
9077,127,M,40-49,SPORTS,Non ho visto la partita. Avevo visto solo l’11 iniziale e la panchina.
9078,173,M,50-100,SMOKE,"Dopo anni sto riprendendo a fumare la pipa...ho acquistato una confezione di Scandinavik Navy, qualcuno lo conosce ? Mi sembra quasi un trinciato italiano"
9079,876,M,30-39,SPORTS,"A priori non escluderei nessuna opinione, abbiamo già una volta accolto il salvatore brindando a vodka e caviale."
9080,988,M,50-100,METAL-DETECTING,"Questo tipo di votive , quando le trovo mi danno sempre una certa soddisfazione, mi basta trovare una di queste , e sono ""già a posto"" per tutta la giornata"
9081,921,M,50-100,BIKES,".....io i rullini del variatore e il variatore stesso l'ho solo pulito e lavato con la benzina e chiuso ""a secco"" senza aggiungere niente. Ciao"
9082,1054,M,40-49,AUTO-MOTO,Grazie Ma scende tanto di giri quando schiacci in fase di cambio marcia ?
9083,606,F,30-39,ANIME,"Comunque ragazzi online si trovano tutti i numeri tranne i più recenti , il 7 e l'8. Per online intendo Amazon , IBS e qualche fumetteria online."
9084,15,M,20-29,SPORTS,"Fermo restando che quest'ipotesi va confermata, non è quello che i tifosi della Sampdoria desideravano? Non era ""tutti, ma non Garrone""? Accontentati. Nel bene e nel male."
9085,778,M,20-29,SPORTS,anche a me non dispiace affatto..abbiamo bisogno di uno con qualità difensive (Sandro???)
9086,717,M,30-39,SPORTS,"Ciao a tutti, spero di potermi unire alla ciurma."
9087,1012,M,20-29,ENTERTAINMENT,"7 senza il grasso facciale anche 8 .attaccatura perfetta,hairline impeccabile e il tilt non è negativo"
9088,243,M,30-39,ANIME,"Ah, non mi ero reso conto che il 20 fosse l'ultimo numero"
9089,333,M,0-19,ANIME,mmm 8-- Hai messo le cose a casaccio >.<
9090,568,F,50-100,CELEBRITIES,"be se l'altro lunedì hanno fatto il 16,48 percento.....prevedo uno flopponeeeeee"
9091,615,F,40-49,MEDICINE-AESTHETICS,Interessante...credo che dovro' lanciarmi a sperimentare anche con i tensioattivi che x ora ho un po' trascurato
9092,1004,M,20-29,SMOKE,Perfettamente d'accordo!! E' stata la mia prima fumata cubana
9093,1083,M,0-19,SPORTS,"Ti ringrazio per l'aiuto,ma non è cambiato nulla....mi da sempre lo stesso errore"
9094,746,M,50-100,AUTO-MOTO,il mio P6 pronto per qualche rievocazione storica in salita
9095,918,M,20-29,CELEBRITIES,Ho votato Valerio Scanu ...questa settimana rivalutato in positivo .....!!!
9096,321,M,20-29,SPORTS,"la juve lo scorso anno è arrivata fino in fondo in tutte le competizioni con pochissime rotazioni , Caceres per la difesa, Pereyra e Pirlo/Marchisio per il centrocampo, Llorente per l'attacco. Gli 11 di base ci devono essere,le alternative valide per reparto pure ma senza turnover massicci alla cazzo a cui eravamo abituati,altrimenti non ci sarà mai una vera squadra collaudata alla base. Noi stiamo messi malissimo a centrocampo dove l'unico decente ad alzarsi dalla panchina è Valdifiori e anche sulla destra con Maggio cambio di Hisay. Il problema del Napoli al di là dei discorsi sull ampiezza della rosa ecc è l'acquisire la mentalità giusta con le piccole, dopo il fallimento di Benitez e Mazzarri sotto quest aspetto riuscirà Sarri a dare una chiave di svolta al Napoli?!? Per ora sembra di no, speriamo bene."
9097,624,M,40-49,SPORTS,Oamn apprezzavo benny solo X aver preso higuain e mertens Ma nemmeno questo a fatto? Che delusione il bidello di valencia
9098,114,F,20-29,ANIME,"Ciao a tutti mi presento,mi chiamo Marika ^^ Ho sempre adorato la grafica quindi spero di essere la benvenuta"
9099,419,M,20-29,METAL-DETECTING,"Per i Grapparoli il distintivo non ha tanto bisogno di presentazioni, ma per chi non lo conosce provo a presentarlo e prego sissy di correggere ed in caso aggiungere. L’jnfanterie Regiment n.88 reclutava nel distretto di Beraun in Boemia oggi un paese chiamato Beroun in Repubblica Ceca , e etnicamente era composto da 70% di Cechi e 30% di Tedeschi.Il suo colore distintivo era il rosso bordeaux e portava bottoni bianchi. Arrivó in Grappa inquadrato nel XXVI Korps e sotto le dipendenze della 7 Infanterie Brigade (4ID). Noto per aver conquistato la dorsale del Col della Berretta insieme al IR99 ( il reggimento viene citato appunto da Otto Gallian tenente del IR99) cosa che favori la successiva conquista del Monte Asolone da parte del IR7. Reggimento eroe del XXVI Korps in quanto dovettero combattere in terreno sfavorevole con un accesso in linea che passava per la temibile Val Goccia costantemente bombardata a gas da parte degli italiani. A metà febbraio del 1918 per grande disappunto del IR99, il reggimento venne mandato nel bellunese per ricostituirsi..gran parte del reggimento venne mandato nel fronte Albanese con la 31ID mentre il terzo battaglione venne ceduto alla 220 Ibrigade e diventó il secondo battaglione del neonato IR111. Il distintivo raffigura un soldato nudo con gambe divaricate e fucile in mano. Nello sfondo il campo di battaglia con cavalli di Frisia. Le scritte riportano in tedesco Durch zum Siege ovvero Fino alla vittoria. Materiale Kriegsmetall e prodotto dalla Gurschner wintler e adler di Vienna Pulito con acqua fronte  Retro"
9100,312,M,30-39,SPORTS,: 14/14 ogg:1/3 sub:1/3 pin:0/3 bonus:1/2 SI AP SI Stile : 26/25 ogg:2/3 sub:2/3 pin:2/3 bonus:1/2 SI AP SI Stile
9101,667,F,50-100,CELEBRITIES,"parlando del cast dell'isola..ed essendoci Parpiglia come autore ..terrei molto in considerazione gli affigliati dell'agenzia Match Picture cui l'agente G.Carriere è un grandissimo amico del Parpiglia  , nonchè agente di Corona ...comunque Nicolò Ferrari che dovrebbe essere un isolano, fa parte di questa agenzia....per dire, ma analizziamo un po; al GF 1 (quando c'era Parpiglia come autore) l'agenzia ne ha piazzati ben 3 (Vitaliano,Casalegno,Bettarini)....al gf 2 sempre Parpiglia autore ne ha piazzati altri 3; Tonon,Onestini,Yespica, arrivati guarda caso,  in finale tutti e 3...nel GF3 senza Parpiglia autore, solo le Donatella....  meditiamo"
9102,714,M,20-29,SPORTS,...  Ma porca miseria! Adesso si spiega molte cose.
9103,56,F,20-29,ANIME,Perfetto grazie. Appena riesco comincerò a fare i tutorial ;3
9104,259,M,30-39,AUTO-MOTO,"Dai far scolare l'olio per 5 ore è un'esagerazione. Io lo lascio scolare per circa 1 ora e nel mentre mi faccio tutti gli altri filtri. Poi è ovvio che se invece di 5,5 ne metto 5,3 e sono quasi al max mi fermo. Nella mia Scirocco ne segna 3,8 e ne metto 3,8 e non ho mai superato il max"
